,id,recipeName,rating,totalTimeInSeconds,course,cuisine,ingredients,clean_ingredients,ingredient_count,timeMins
286,Frozen-Lemonade-My-Recipes,frozen lemonade,4.0,1800.0,[Beverages],[American],"[lemon, superfine sugar, cold water, lemon juice, ice]","['lemon', 'superfine sugar', 'cold water', 'lemon juice', 'ice']",5,30.0
287,Double-clutch-coleslaw-297885,double clutch coleslaw,4.0,600.0,"[Salads, Side Dishes]",[American],"[hellmann' or best food real mayonnais, lemon juice, sugar, salt, cabbage, carrots, green bell pepper]","['hellmann best food real mayonnai', 'lemon juice', 'sugar', 'salt', 'cabbage', 'carrot', 'bell pepper']",7,10.0
288,Crisp-Celery-Salad-Martha-Stewart-191058,crisp celery salad,4.0,600.0,[Salads],[American],"[fresh lemon juice, olive oil, dijon mustard, coarse salt, ground pepper, celery ribs, celery]","['lemon juice', 'olive oil', 'dijon mustard', 'coarse salt', 'pepper', 'celery rib', 'celery']",7,10.0
289,Chili-Lime-Drumsticks-MyRecipes-213340,chili-lime drumsticks,4.0,4200.0,[Main Dishes],[American],"[chicken drumsticks, pepper, salt, unsalted butter, fresh lime juice, chili powder, garlic, sugar]","['chicken drumstick', 'pepper', 'salt', 'butter', 'lime juice', 'chili powder', 'garlic', 'sugar']",8,70.0
290,Carrot-Cake-Pancakes-475085,carrot cake pancakes,4.0,1800.0,[Breakfast and Brunch],[American],"[water, shredded carrots, cinnamon, nutmeg, ground cloves]","['water', 'carrot', 'cinnamon', 'nutmeg', 'clove']",5,30.0
291,Creamy-Chicken-Enchiladas-My-Recipes_2,creamy chicken enchiladas,4.0,3900.0,[Main Dishes],"[Southwestern, American, Mexican]","[butter, onions, green chile, cream cheese, cooked chicken breasts, flour tortillas, monterey jack, whipping cream]","['butter', 'onion', 'chile', 'cream cheese', 'chicken breast', 'flmy tortilla', 'monterey jack', 'whipping cream']",8,65.0
292,Wild-Rice-with-Mushrooms-MyRecipes-239711,wild rice with mushrooms,4.0,1800.0,[Side Dishes],[American],"[long grain and wild rice mix, butter, sweet onion, fresh mushrooms, salt, marsala wine, flat leaf parsley]","['long grain wild rice mix', 'butter', 'sweet onion', 'mushroom', 'salt', 'marsala wine', 'flat leaf parsley']",7,30.0
293,Gramma_s-Cream-Of-Broccoli-Allrecipes,gramma's cream of broccoli,4.0,2100.0,,[American],"[water, salt, broccoli, butter, all-purpose flour, evaporated milk, onions]","['water', 'salt', 'broccoli', 'butter', 'all purpose flmy', 'milk', 'onion']",7,35.0
294,Rosemary-Potatoes-My-Recipes,rosemary potatoes,4.0,1500.0,[Side Dishes],[American],"[butter, minced garlic, dried rosemary, kosher salt, black pepper, red potato]","['butter', 'garlic', 'rosemary', 'kosher salt', 'black pepper', 'potato']",6,25.0
295,Grilled-pineapple-352283,grilled pineapple,5.0,,[Side Dishes],"[American, Barbecue]","[honey, olive oil, fresh lime juice, ground cinnamon, pineapple]","['honey', 'olive oil', 'lime juice', 'cinnamon', 'pineapple']",5,
296,Homemade-Graham-Crackers-482510,homemade graham crackers,4.0,11700.0,[Lunch and Snacks],[American],"[all-purpose flour, graham flour, baking soda, kosher salt, unsalted butter, dark brown sugar, honey]","['all purpose flmy', 'graham flmy', 'baking soda', 'kosher salt', 'butter', 'dark brown sugar', 'honey']",7,195.0
297,Cilantro-Lime-Aioli-MyRecipes-241139,cilantro-lime aioli,3.0,300.0,[Condiments and Sauces],[American],"[chopped cilantro, mayonnaise, lime, lime juice, sweet potatoes]","['cilantro', 'mayonnaise', 'lime', 'lime juice', 'sweet potato']",5,5.0
298,Pan-Seared-Strip-Steak-MyRecipes-264812,pan-seared strip steak,4.0,3060.0,[Main Dishes],[American],"[new york strip steaks, kosher salt, black pepper, olive oil, butter, thyme sprigs, garlic cloves]","['new york strip steak', 'kosher salt', 'black pepper', 'olive oil', 'butter', 'thyme sprig', 'garlic clove']",7,51.0
299,Ranch-potato-salad-primavera-300121,ranch potato salad primavera,4.0,8700.0,"[Salads, Side Dishes]",[American],"[red potato, broccoli, yellow squash, celery, red bell pepper, sliced green onions, wish-bone light ranch dressing]","['potato', 'broccoli', 'yellow squash', 'celery', 'bell pepper', 'onion', 'wish bone light ranch dressing']",7,145.0
300,Buffalo-grilled-corn-371809,buffalo grilled corn,5.0,2400.0,,[American],"[mayonnaise, hot sauce, crumbled blue cheese, fresh chives, corn]","['mayonnaise', 'hot sauce', 'blue cheese', 'chive', 'corn']",5,40.0
301,Roasted-Fingerling-Potatoes-with-Seasoned-Salt-Martha-Stewart,roasted fingerling potatoes with seasoned salt,3.0,3000.0,[Side Dishes],[American],"[coarse salt, freshly ground pepper, chopped fresh thyme, fresh rosemary, fingerling potatoes, extra-virgin olive oil]","['coarse salt', 'pepper', 'thyme', 'rosemary', 'fingerling potato', 'extra virgin olive oil']",6,50.0
302,Elvis-Milk-Shakes-MyRecipes-245813,elvis milk shakes,4.0,900.0,[Beverages],"[American, Kid-Friendly]","[creamy peanut butter, milk, vanilla ice cream, bananas]","['creamy peanut butter', 'milk', 'vanilla ice cream', 'banana']",4,15.0
303,Matzah-AllRecipes,matzah,5.0,1680.0,,[American],"[flour for dusting, all-purpose flour, water, kosher salt, olive oil]","['flmy dusting', 'all purpose flmy', 'water', 'kosher salt', 'olive oil']",5,28.0
304,Bestest-pesto-334578,bestest pesto,5.0,1200.0,,[American],"[walnut halves, pinenuts, garlic, fresh basil, fresh cilantro, fresh thyme, salt, water, flaked, olive oil, fresh lemon juice, black pepper]","['walnut half', 'pinenut', 'garlic', 'basil', 'cilantro', 'thyme', 'salt', 'water', '', 'olive oil', 'lemon juice', 'black pepper']",12,20.0
305,Honey-Glazed-Ham-513530,honey glazed ham,5.0,,[Main Dishes],[American],"[virginia ham, honey, brown sugar, cayenne pepper, ginger, clove]","['virginium ham', 'honey', 'brown sugar', 'cayenne pepper', 'ginger', 'clove']",6,
306,Watermelon-lemonade-355020,watermelon lemonade,4.0,1500.0,[Beverages],[American],"[lemon, water, sugar, kosher salt, watermelon, ice]","['lemon', 'water', 'sugar', 'kosher salt', 'watermelon', 'ice']",6,25.0
307,Blushing-Mimosas-My-Recipes,blushing mimosas,4.0,900.0,"[Beverages, Cocktails]",[American],"[orange juice, pineapple juice, grenadine, champagne]","['orange juice', 'pineapple juice', 'grenadine', 'champagne']",4,15.0
308,Grilled-Corn-on-the-Cob-Martha-Stewart,grilled corn on the cob,5.0,1500.0,[Side Dishes],"[Barbecue, Southwestern, American]","[ear of corn, oil, butter, coarse salt, ground pepper, chili powder]","['ear corn', 'oil', 'butter', 'coarse salt', 'pepper', 'chili powder']",6,25.0
309,Breakfast-Burritos-MyRecipes-237423,breakfast burritos,3.0,,"[Lunch and Snacks, Breakfast and Brunch]","[Southwestern, American, Mexican]","[bacon, eggs, salt, pepper, flour tortillas, shredded cheddar cheese, sliced green onions]","['bacon', 'egg', 'salt', 'pepper', 'flmy tortilla', 'dar cheese', 'onion']",7,
310,Watermelon-Feta-Salad-474480,watermelon feta salad,5.0,1200.0,"[Lunch and Snacks, Salads]",[American],"[watermelon, purple onion, feta cheese, mint leaves, balsamic vinegar]","['watermelon', 'purple onion', 'fetum cheese', 'mint leaf', 'balsamic vinegar']",5,20.0
311,Angel-food-cake-369293,angel food cake,5.0,3300.0,"[Afternoon Tea, Desserts]",[American],"[eggs, confectioners sugar, all-purpose flour, cream of tartar, vanilla extract, almond extract, salt, sugar]","['egg', 'confectioner sugar', 'all purpose flmy', 'cream tartar', 'vanilla extract', 'almond extract', 'salt', 'sugar']",8,55.0
312,Classic-chicken-and-rice-soup-334592,classic chicken and rice soup,5.0,,[Soups],[American],"[extra-virgin olive oil, onions, minced garlic, celery, carrots, chicken, chicken broth, white rice, whole grain dijon mustard, kosher salt, ground black pepper, finely chopped fresh parsley]","['extra virgin olive oil', 'onion', 'garlic', 'celery', 'carrot', 'chicken', 'chicken broth', 'white rice', 'grain dijon mustard', 'kosher salt', 'black pepper', 'parsley']",12,
313,Parmesan-Cheese-Sauce-My-Recipes,parmesan cheese sauce,4.0,1200.0,[Condiments and Sauces],[American],"[butter, flour, 1% low-fat milk, parmesan cheese, salt, pepper, paprika]","['butter', 'flmy', 'low fat milk', 'parmesan cheese', 'salt', 'pepper', 'paprika']",7,20.0
314,Banana_caramel-Milk-Shake-My-Recipes,banana-caramel milk shake,4.0,1200.0,[Beverages],[American],"[caramel sauce, bananas, vanilla ice cream, milk]","['caramel sauce', 'banana', 'vanilla ice cream', 'milk']",4,20.0
315,Coffee-Frosting-Real-Simple-199061,coffee frosting,4.0,600.0,[Desserts],[American],"[instant espresso powder, unsalted butter, confectioners sugar, pure vanilla extract, kosher salt]","['instant espresso powder', 'butter', 'confectioner sugar', 'pure vanilla extract', 'kosher salt']",5,10.0
316,Snowball-Cookies-535073,snowball cookies,4.0,2700.0,[Desserts],[American],"[unsalted butter, powdered sugar, pure vanilla extract, all-purpose flour, chopped walnuts, kosher salt, holiday morsels]","['butter', 'sugar', 'pure vanilla extract', 'all purpose flmy', 'walnut', 'kosher salt', 'holiday morsel']",7,45.0
317,Ginger-Ale-My-Recipes,ginger ale,3.0,2700.0,[Beverages],[American],"[fresh ginger, sugar, fresh lemon juice, club soda]","['ginger', 'sugar', 'lemon juice', 'club soda']",4,45.0
318,Skinny-Fries-TasteOfHome,skinny fries,4.0,3300.0,,[American],"[baking potatoes, butter, salt, pepper]","['baking potato', 'butter', 'salt', 'pepper']",4,55.0
319,Herb-Oil-Martha-Stewart,herb oil,3.0,1500.0,[Condiments and Sauces],[American],"[mint leaves, italian parsley leaves, extra-virgin olive oil, coarse salt]","['mint leaf', 'italian parsley leaf', 'extra virgin olive oil', 'coarse salt']",4,25.0
320,Pink-Lemonade-My-Recipes,pink lemonade,4.0,1800.0,[Beverages],[American],"[lemonade, lime]","['lemonade', 'lime']",2,30.0
321,Italian-Tuna-Salad-487587,italian tuna salad,4.0,1200.0,"[Lunch and Snacks, Salads]",[American],"[tuna, artichoke hearts, bell pepper, mayonnaise, lemon, salt]","['tuna', 'artichoke heart', 'bell pepper', 'mayonnaise', 'lemon', 'salt']",6,20.0
322,Green-Bean-Casserole-My-Recipes,green bean casserole,4.0,2100.0,[Side Dishes],[American],"[campbell's condensed cream of mushroom soup, milk, soy sauce, ground black pepper, cooked cut green beans, french's french fried onions]","['cream mushroom soup', 'milk', 'soy sauce', 'black pepper', 'cut bean', 'onion']",6,35.0
323,Blueberry-Crisp-BB,blueberry crisp,4.0,3300.0,[Desserts],"[American, Kid-Friendly]","[fresh blueberries, white sugar, all-purpose flour, rolled oats, brown sugar, butter]","['blueberry', 'white sugar', 'all purpose flmy', 'oat', 'brown sugar', 'butter']",6,55.0
324,St_-Louis-Pork-Steaks-Allrecipes,st. louis pork steaks,4.0,2940.0,[Main Dishes],"[Barbecue, American]","[steak, seasoning salt, pepper, apple cider vinegar, water]","['steak', 'seasoning salt', 'pepper', 'apple cider vinegar', 'water']",5,49.0
325,Vanilla-Glaze-Martha-Stewart-241157,vanilla glaze,4.0,1200.0,"[Desserts, Condiments and Sauces]",[American],"[confectioners sugar, coarse salt, unsalted butter, whole milk, pure vanilla extract]","['confectioner sugar', 'coarse salt', 'butter', 'milk', 'pure vanilla extract']",5,20.0
326,Chiptole-Tomato-Soup-533076,chiptole tomato soup,5.0,3900.0,[Soups],[American],"[whole peeled tomatoes, chipotle peppers, onions, pepper, salt, milk, croutons, feta cheese]","['tomato', 'chipotle pepper', 'onion', 'pepper', 'salt', 'milk', 'crouton', 'fetum cheese']",8,65.0
327,Limeade-Martha-Stewart_1,limeade,4.0,4800.0,[Beverages],[American],"[lime, sugar]","['lime', 'sugar']",2,80.0
328,Southern-bbq-chicken-over-crispy-greens-299719,southern bbq chicken over crispy greens,4.0,1200.0,[Main Dishes],[American],"[torn romain lettuc leav, cut up cooked chicken, tomatoes, frozen whole kernel corn, black beans, purple onion, wish bone ranch dress]","['torn romain lettuc leav', 'chicken', 'tomato', 'kernel corn', 'black bean', 'purple onion', 'wish bone ranch dres']",7,20.0
329,Lumberjack-Hash-My-Recipes,lumberjack hash,4.0,1800.0,[Breakfast and Brunch],[American],"[vegetable oil, butter, chopped onion, chopped green bell pepper, garlic cloves, brown hash potato, salt, black pepper, 33% less sodium ham diced, shredded reduced fat cheddar cheese]","['vegetable oil', 'butter', 'onion', 'bell pepper', 'garlic clove', 'brown hash potato', 'salt', 'black pepper', '', 'dar cheese']",10,30.0
330,Raspberry-Vinaigrette-TasteOfHome,raspberry vinaigrette,5.0,600.0,[Salads],[American],"[vegetable oil, raspberry vinegar, sugar, dijon mustard]","['vegetable oil', 'raspberry vinegar', 'sugar', 'dijon mustard']",4,10.0
331,Roasted-Carrots-with-Honey-Martha-Stewart-191687,roasted carrots with honey,4.0,2100.0,[Side Dishes],[American],"[carrots, olive oil, coarse salt, ground pepper, honey]","['carrot', 'olive oil', 'coarse salt', 'pepper', 'honey']",5,35.0
332,Potato-salad-297311,potato salad,4.0,1500.0,"[Salads, Side Dishes]",[American],"[potatoes, onions, chopped celery, best foods sandwich spread, bacon, crisp-cooked and crumbled]","['potato', 'onion', 'celery', 'best food sandwich spread', 'bacon', '']",6,25.0
333,Grilled-Portobello-Mushrooms-Allrecipes_1,grilled portobello mushrooms,5.0,4800.0,[Side Dishes],"[Barbecue, American]","[portabello mushroom, canola oil, chopped onion, garlic, balsamic vinegar]","['portabello mushroom', 'canola oil', 'onion', 'garlic', 'balsamic vinegar']",5,80.0
334,Butter-Coconut-Pie-My-Recipes,butter coconut pie,4.0,3900.0,[Desserts],[American],"[piecrust, sugar, all-purpose flour, large eggs, sweetened coconut flakes, evaporated milk, butter, vanilla extract]","['piecrust', 'sugar', 'all purpose flmy', 'egg', 'coconut flake', 'milk', 'butter', 'vanilla extract']",8,65.0
335,Boiled-Lobster-My-Recipes,boiled lobster,4.0,2400.0,[Main Dishes],[American],"[water, salt, lobster, butter]","['water', 'salt', 'lobster', 'butter']",4,40.0
336,Peanut-Butter-Muffins-My-Recipes,peanut butter muffins,4.0,2100.0,"[Breakfast and Brunch, Breads]",[American],"[all-purpose flour, sugar, baking powder, salt, peanut butter, whole milk, eggs, unsalted butter, peanuts]","['all purpose flmy', 'sugar', 'baking powder', 'salt', 'peanut butter', 'milk', 'egg', 'butter', 'peanut']",9,35.0
337,French-beignets-358191,french beignets,4.0,3000.0,"[Desserts, Breakfast and Brunch]","[American, French]","[water, unsalted butter, granulated sugar, fine sea salt, orange, all-purpose flour, large eggs, vanilla extract, vegetable shortening, confectioners sugar]","['water', 'butter', 'sugar', 'fine sea salt', 'orange', 'all purpose flmy', 'egg', 'vanilla extract', 'vegetable shortening', 'confectioner sugar']",10,50.0
338,Caramelized-Onion-and-Goat-Cheese-Tartlets-Serious-Eats-200661,caramelized onion and goat cheese tartlets,5.0,4800.0,[Appetizers],[American],"[olive oil, onions, salt, goat cheese, black pepper, frozen pastry puff sheets, fresh thyme]","['olive oil', 'onion', 'salt', 'goat cheese', 'black pepper', 'pastry puff sheet', 'thyme']",7,80.0
339,Roasted-potato-salad-333703,roasted potato salad,5.0,2700.0,"[Salads, Side Dishes]",[American],"[sweet potatoes or yams, yukon gold potatoes, fresh green bean, garlic, olive oil, salt, black pepper, parmesan cheese, fresh dill, fresh parsley]","['sweet potato yam', 'yukon gold potato', 'bean', 'garlic', 'olive oil', 'salt', 'black pepper', 'parmesan cheese', 'dill', 'parsley']",10,45.0
340,Raspberry-Coulis-Martha-Stewart_1,raspberry coulis,4.0,2100.0,[Condiments and Sauces],[American],"[sugar, raspberries]","['sugar', 'raspberry']",2,35.0
341,Chocolate-Glaze-Martha-Stewart_4,chocolate glaze,5.0,1500.0,"[Desserts, Condiments and Sauces]",[American],"[semisweet chocolate, heavy cream]","['semisweet chocolate', 'heavy cream']",2,25.0
342,Cream-Puffs-Martha-Stewart,cream puffs,5.0,,[Desserts],"[American, French]","[all-purpose flour, liver pate, granulated sugar, dough, heavy cream, pastry cream, confectioners sugar]","['all purpose flmy', 'liver pate', 'sugar', 'dough', 'heavy cream', 'pastry cream', 'confectioner sugar']",7,
343,Full-throttle-macaroni-salad-296872,full throttle macaroni salad,4.0,1500.0,"[Salads, Side Dishes]",[American],"[elbow macaroni, hellmann' or best food real mayonnais, red vinegar white white, wine,, hellmann's dijonnaise creamy dijon mustard, sugar, salt, ground black pepper, celery, green bell pepper, slice, onions]","['elbow macaroni', 'hellmann best food real mayonnai', 'vinegar white white', 'wine', '', 'hellmann s dijonnaise creamy dijon mustard', 'sugar', 'salt', 'black pepper', 'celery', 'bell pepper', 'slouse', 'onion']",13,25.0
344,Caramel-Sauce-Martha-Stewart-191188,caramel sauce,4.0,900.0,"[Desserts, Condiments and Sauces]","[Irish, American]","[sugar, unsalted butter, coarse salt, vanilla extract, heavy cream]","['sugar', 'butter', 'coarse salt', 'vanilla extract', 'heavy cream']",5,15.0
345,Serious-eats_-grilled-cheese-sandwiches-353720,serious eats' grilled cheese sandwiches,5.0,1500.0,[Lunch and Snacks],"[American, Kid-Friendly]","[butter, white bread, cheddar cheese, kosher salt]","['butter', 'white bread', 'dar cheese', 'kosher salt']",4,25.0
346,Eggs-in-purgatory-with-asparagus-352481,eggs in purgatory,5.0,,"[Breakfast and Brunch, Lunch and Snacks]","[American, Italian]","[large eggs, asparagus, sauce, olive oil spray, clove garlic, fine chop, fat-free chicken broth, pecorino romano cheese]","['egg', 'asparagu', 'sauce', 'olive oil spray', 'clove garlic', 'fine chop', 'fat free chicken broth', 'pecorino romano cheese']",8,
347,Glazed-carrots-298008,glazed carrots,4.0,1080.0,[Side Dishes],[American],"[carrots, i can't believ it' not butter! sprai origin, pure maple syrup, finely chopped fresh parsley]","['carrot', 'can t believ it butter sprai origin', 'pure maple syrup', 'parsley']",4,18.0
348,Angel-Food-Cake-Martha-Stewart_2,angel food cake,3.0,4200.0,[Desserts],[American],"[cake flour, salt, large egg whites, cream of tartar, sugar, pure vanilla extract, berries, cream]","['cake flmy', 'salt', 'egg white', 'cream tartar', 'sugar', 'pure vanilla extract', 'berry', 'cream']",8,70.0
349,Maple-Butter-Allrecipes_1,maple butter,0.0,600.0,[Breakfast and Brunch],[American],"[butter, sugar, vanilla extract, maple flavoring]","['butter', 'sugar', 'vanilla extract', 'maple flavoring']",4,10.0
350,Horseradish-Chive-Bread-Martha-Stewart-195112,horseradish chive bread,4.0,2100.0,[Breads],[American],"[unsalted butter, prepared horseradish, chopped fresh chives, coarse salt, french bread]","['butter', 'horseradish', 'chive', 'coarse salt', 'french bread']",5,35.0
351,Skinny-no-bake-cookies-351994,skinny no-bake cookies,5.0,3300.0,[Desserts],[American],"[sugar, unsweetened cocoa powder, butter, fat free milk, quick oats, peanut butter, vanilla, powdered sugar, cocoa powder]","['sugar', 'cocoa powder', 'butter', 'fat free milk', 'quick oat', 'peanut butter', 'vanilla', 'sugar', 'cocoa powder']",9,55.0
352,Baked-veggie-chips-348282,baked veggie chips,5.0,3600.0,[Lunch and Snacks],[American],"[parsnips, sweet potatoes, celery root, golden beets, fine sea salt, olive oil cooking spray]","['parsnip', 'sweet potato', 'celery root', 'golden beet', 'fine sea salt', 'olive oil cooking spray']",6,60.0
353,Roasted-habanero-salsa-350884,roasted habanero salsa,5.0,600.0,"[Appetizers, Condiments and Sauces]","[American, Mexican, Southwestern]","[chiles, garlic, lime juice, salt]","['chile', 'garlic', 'lime juice', 'salt']",4,10.0
354,Parmesan-garlic-straws-334595,parmesan garlic straws,5.0,2100.0,,[American],"[parmesan cheese, garlic cloves, flat leaf parsley, sweet cream butter, black pepper]","['parmesan cheese', 'garlic clove', 'flat leaf parsley', 'sweet cream butter', 'black pepper']",5,35.0
355,Green-Mango-Salad-MyRecipes-213552,green mango salad,4.0,1200.0,[Salads],[American],"[mango, sweet onion, seeds, fresh lime juice, salt, freshly ground pepper]","['mango', 'sweet onion', '', 'lime juice', 'salt', 'pepper']",6,20.0
356,Skillet-Chicken-And-Vegetables-Epicurious,skillet chicken and vegetables,4.0,3300.0,[Main Dishes],"[American, French]","[chicken thighs, paprika, vegetable oil, red potato, boiling onions, carrots, all-purpose flour, low salt chicken broth, dry white wine, fresh parsley]","['chicken thigh', 'paprika', 'vegetable oil', 'potato', 'boiling onion', 'carrot', 'all purpose flmy', 'low salt chicken broth', 'dry white wine', 'parsley']",10,55.0
357,Lemon-blueberry-sorbet-297494,lemon-blueberry sorbet,4.0,8100.0,[Desserts],[American],"[water, sugar, blueberries, lipton tuscan lemon flavor black pyramid tea bag]","['water', 'sugar', 'blueberry', 'lipton tuscan lemon flavor black pyramid tea bag']",4,135.0
358,5-minute-coleslaw-298047,5-minute coleslaw,4.0,300.0,[Salads],[American],"[hellmann' or best food light mayonnais, lemon juice, sugar, salt, shredded coleslaw mix]","['hellmann best food light mayonnai', 'lemon juice', 'sugar', 'salt', 'coleslaw mix']",5,5.0
359,Hamburger-Potato-Casserole-Allrecipes,hamburger potato casserole,4.0,5400.0,[Main Dishes],"[American, Kid-Friendly]","[lean ground beef, potatoes, condensed cream of mushroom soup, chopped onion, milk, salt, freshly ground pepper, shredded cheddar cheese]","['lean beef', 'potato', 'cream mushroom soup', 'onion', 'milk', 'salt', 'pepper', 'dar cheese']",8,90.0
360,Quick-BBQ-Sauce-Martha-Stewart,quick bbq sauce,4.0,1500.0,[Condiments and Sauces],"[Barbecue, American]","[ketchup, light brown sugar, white wine vinegar, worcestershire sauce, paprika, cayenne pepper]","['ketchup', 'light brown sugar', 'white wine vinegar', 'worcestershire sauce', 'paprika', 'cayenne pepper']",6,25.0
361,Simple-Chicken-Noodle-Soup-Martha-Stewart,simple chicken noodle soup,4.0,3300.0,[Soups],[American],"[chicken, carrots, parsnips, onions, coarse salt, egg noodles]","['chicken', 'carrot', 'parsnip', 'onion', 'coarse salt', 'egg noodle']",6,55.0
362,Potato-Galette-Martha-Stewart-192470,potato galette,5.0,3900.0,"[Lunch and Snacks, Side Dishes]","[American, French]","[clarified butter, fresh thyme, russet potatoes, freshly ground pepper, coarse salt]","['butter', 'thyme', 'russet potato', 'pepper', 'coarse salt']",5,65.0
363,Grilled-Brie-and-Goat-Cheese-Sandwich-with-Bacon-and-Green-Tomato-Closet-Cooking-57963,grilled brie and goat cheese sandwich with bacon and green tomato,5.0,1500.0,,[American],"[bacon, green tomatoes, butter, bread, brie cheese, goat cheese, pepper]","['bacon', 'tomato', 'butter', 'bread', 'brie cheese', 'goat cheese', 'pepper']",7,25.0
364,Fresh-tomato-salsa-296549,fresh tomato salsa,4.0,,"[Appetizers, Condiments and Sauces, Lunch and Snacks]","[American, Mexican, Southwestern]","[wish-bone italian dressing, tomatoes, cucumber, purple onion, fresh basil leaves]","['wish bone italian dressing', 'tomato', 'cucumber', 'purple onion', 'basil leaf']",5,
365,Asparagus-salad-308737,asparagus salad,5.0,1500.0,"[Salads, Side Dishes]",[American],"[asparagus, broccolini, fresh lemon juice, salt, shallots, extra-virgin olive oil, pinenuts, radishes, lemon, parmesan cheese]","['asparagu', 'broccolini', 'lemon juice', 'salt', 'shallot', 'extra virgin olive oil', 'pinenut', 'radish', 'lemon', 'parmesan cheese']",10,25.0
366,Mustard-Vinaigrette-Martha-Stewart-193566,mustard vinaigrette,3.0,1200.0,[Salads],"[American, French]","[dijon mustard, fine sea salt, ground white pepper, red wine vinegar, sherry vinegar, olive oil, corn oil]","['dijon mustard', 'fine sea salt', 'white pepper', 'wine vinegar', 'sherry vinegar', 'olive oil', 'corn oil']",7,20.0
367,Eggs-Benedict-Martha-Stewart-226600,eggs benedict,4.0,2400.0,"[Breakfast and Brunch, Lunch and Snacks]",[American],"[white wine vinegar, eggs, canadian bacon, english muffins, chopped fresh chives]","['white wine vinegar', 'egg', 'canadian bacon', 'english muffin', 'chive']",5,40.0
368,Tangy-Grilled-Pork-Tenderloin-Allrecipes,tangy grilled pork tenderloin,5.0,16800.0,[Main Dishes],[American],"[pork tenderloin, honey, dijon mustard, chili powder, salt]","['pork tenderloin', 'honey', 'dijon mustard', 'chili powder', 'salt']",5,280.0
369,Glazed-Carrots-with-Pecans-MyRecipes-212126,glazed carrots with pecans,4.0,1800.0,[Side Dishes],[American],"[olive oil, carrots, fresh ginger, brown sugar, pecan halves]","['olive oil', 'carrot', 'ginger', 'brown sugar', 'pecan half']",5,30.0
370,Sweet-Vidalia-Onion-Pie-Allrecipes,sweet vidalia onion pie,5.0,2700.0,,[American],"[crackers, butter, sweet onion, eggs, half & half, salt, ground white pepper, shredded sharp cheddar cheese]","['cracker', 'butter', 'sweet onion', 'egg', 'half half', 'salt', 'white pepper', 'dar cheese']",8,45.0
371,Corn-salsa-296744,corn salsa,4.0,2700.0,"[Appetizers, Condiments and Sauces, Side Dishes]","[American, Mexican, Southwestern]","[wish-bone italian dressing, whole kernel corn, drain, tomatoes, cucumber, purple onion, jalapeno chilies, chopped cilantro fresh, grate lime peel]","['wish bone italian dressing', 'kernel corn', 'drain', 'tomato', 'cucumber', 'purple onion', 'jalapeno chily', 'cilantro', 'grate lime peel']",9,45.0
372,Herbed-Rib-Roast-TasteOfHome,herbed rib roast,5.0,7800.0,[Main Dishes],[American],"[rib roast, garlic, salt, pepper, dried basil, parsley flakes, marjoram]","['rib roast', 'garlic', 'salt', 'pepper', 'basil', 'parsley flake', 'marjoram']",7,130.0
373,Grapefruit-Fennel-Juice-550526,grapefruit fennel juice,4.0,1200.0,[Beverages],[American],"[grapefruit, fennel bulb, juice, sweetener]","['grapefruit', 'fennel bulb', 'juice', 'sweetener']",4,20.0
374,Meatloaf-Cupcakes-566200,meatloaf cupcakes,4.0,3600.0,[Main Dishes],[American],"[olive oil, finely chopped onion, carrots, dried oregano, garlic cloves, ketchup, ground beef, bread crumbs, prepared mustard, worcestershire sauce, ground black pepper, large eggs, cooking spray, yukon gold potatoes, 2% reduced-fat milk, low-fat sour cream, butter, salt, chives, bacon]","['olive oil', 'onion', 'carrot', 'oregano', 'garlic clove', 'ketchup', 'beef', 'bread crumb', 'mustard', 'worcestershire sauce', 'black pepper', 'egg', 'cooking spray', 'yukon gold potato', 'fat milk', 'low fat smy cream', 'butter', 'salt', 'chive', 'bacon']",20,60.0
375,Cucumber-Salad-Allrecipes,cucumber salad,4.0,7800.0,"[Lunch and Snacks, Side Dishes, Salads]",[American],"[cucumber, low-fat vanilla yogurt, reduced-fat sour cream, diced onions, garlic, dried dillweed, pepper, salt]","['cucumber', 'low fat vanilla yogurt', 'fat smy cream', 'onion', 'garlic', '', 'pepper', 'salt']",8,130.0
376,Roasted-Tomato-Sauce-Naturally-Ella-46342,roasted tomato sauce,5.0,3300.0,[Condiments and Sauces],[American],"[cherries, white onion, garlic, olive oil, fresh basil]","['cherry', 'white onion', 'garlic', 'olive oil', 'basil']",5,55.0
377,Cranberry-pear-sauce-352118,cranberry pear sauce,5.0,,[Condiments and Sauces],[American],"[cranberries, pears, honey, water]","['cranberry', 'pear', 'honey', 'water']",4,
378,Chocolate-Covered-Strawberries-Serious-Eats-200306,chocolate covered strawberries,4.0,3000.0,"[Lunch and Snacks, Desserts]",[American],"[strawberries, bittersweet chocolate, white chocolate]","['strawberry', 'bittersweet chocolate', 'white chocolate']",3,50.0
379,Bayou-shrimp-300052,bayou shrimp,4.0,900.0,[Main Dishes],"[American, Cajun & Creole, Southern & Soul Food]","[onions, green bell pepper, slice, dri thyme leaves, crush, uncook medium shrimp, peel and devein, knorr vegetarian veget bouillon cube, cherry tomatoes]","['onion', 'bell pepper', 'slouse', 'drus thyme leaf', 'crush', 'ium shrimp', 'peel devein', 'knorr vegetarian veget bouillon cube', 'cherry tomato']",9,15.0
